link,judul,tanggal,portal
https://en.antaranews.com/news/328510/health-ministry-integrates-119-emergency-number-into-satusehat-app,Health Ministry integrates 119 emergency number into SATUSEHAT app,2024-10-06,ANTARA News
https://cahayasiang.id/dinilai-peduli-lindungi-para-pekerja-bpjs-ketenagakerjaan-puji-gubernur-olly/,"Dinilai Peduli Lindungi Para Pekerja, BPJS Ketenagakerjaan Puji Gubernur Olly",2024-09-22,Cahaya Siang
https://sippn.menpan.go.id/pelayanan-publik/8295082/upt-puskesmas-pucanglaban/pelayanan-imunisasi-covid,Sistem Informasi Pelayanan Publik,2024-09-15,SIPPN
https://memorandum.disway.id/read/114165/pemerintah-tingkatkan-layanan-haji-dan-umrah-melalui-satu-sehat-vaksin-meningitis-jadi-wajib,"Pemerintah Tingkatkan Layanan Haji dan Umrah Melalui Satu Sehat, Vaksin Meningitis Jadi Wajib - memorandum.disway.id",2024-09-15,Memorandum.co.id
https://www.bicaranetwork.com/kesehatan/29513494079/tutorial-cara-isi-formulir-satu-sehat-pasca-pulang-dari-luar-negeri-wajib-cegah-mpox,"Tutorial Cara Isi Formulir Satu Sehat Pasca Pulang dari Luar Negeri, Wajib! Cegah Mpox - Bicara Network",2024-09-06,Bicara Network
https://kemlu.go.id/brussels/en/pages/satusehat_health_pass/5718/etc-menu,Embassy of the Republic of Indonesia in Brussels accredited to Luxembourg & the European Union Belgium,2024-09-06,Kemlu
https://newsroom.airasia.com/news/2024/8/29/indonesia-airasia-informs-international-passengers-to-complete-the-satusehat-health-pass-upon-entry-to-indonesia,Indonesia AirAsia Informs International Passengers to Complete the SATUSEHAT Health Pass Upon Entry to Indonesia,2024-09-06,AirAsia Newsroom
https://www.genpi.co/kesehatan/245752/bandara-i-gusti-ngurah-rai-wajibkan-penumpang-dari-luar-negeri-isi-aplikasi-satu-sehat,Bandara I Gusti Ngurah Rai Wajibkan Penumpang dari Luar Negeri Isi Aplikasi Satu Sehat - GenPI.co,2024-09-06,GenPI.co
https://visasnews.com/en/mpox-indonesia-introduces-health-pass-for-travelers/,Mpox: Indonesia introduces health pass for travelers,2024-09-06,VisasNews
https://kemlu.go.id/madrid/en/news/30434/the-implementation-of-satusehat-health-pass-for-international-travelers-to-indonesia,"EMBASSY OF THE REPUBLIC OF INDONESIA IN MADRID, THE KINGDOM OF SPAIN",2024-09-06,Kemlu
https://en.tempo.co/read/1909584/mpox-emergency-indonesia-reinstates-health-app-mandate-for-international-passengers,Mpox Emergency; Indonesia Reinstates Health App Mandate for International Passengers,2024-09-06,Tempo.co English
https://jakarta.akurat.co/lifestyle/1315048356/tok-pemerintah-resmi-berlakukan-kembali-skrining-lewat-aplikasi-satu-sehat-di-bandara?page=2,Tok! Pemerintah Resmi Berlakukan Kembali Skrining Lewat Aplikasi Satu Sehat di Bandara - Akurat Jakarta,2024-09-06,Akurat Jakarta
https://prokaltim.com/2024/07/telkomsel-luncurkan-komunitas-sehat-solusi-kesehatan-satu-pintu-untuk-kualitas-hidup-masyarakat-yang-lebih-baik/,"Telkomsel Luncurkan Komunitas Sehat, Solusi Kesehatan Satu Pintu untuk Kualitas Hidup Masyarakat yang Lebih Baik",2024-07-31,prokaltim
https://kupang.tribunnews.com/2024/06/26/rote-ndao-terima-penghargaan-100-persen-rme-puskesmas-terintegrasi-satu-sehat-dari-kemenkes-ri,Rote Ndao Terima Penghargaan 100 Persen RME Puskesmas Terintegrasi Satu Sehat dari Kemenkes RI,2024-06-26,Pos-kupang.com
https://www.bernas.id/2024/05/175899/perlukah-meng-uninstall-satu-sehat/,Perlukah Meng-uninstall Satu Sehat?,2024-05-29,BERNAS.id
https://chatnews.id/read/waspada-phising-dengan-modus-email-palsu-dari-aplikasi-satu-sehat,Waspada Phising dengan Modus Email Palsu dari Aplikasi Satu Sehat,2024-05-01,chatnews.id
https://www.reaktifnews.com/dinkes-provinsi-kalbar-gelar-pertemuan-integrasi-satu-sehat.html,Dinkes Provinsi Kalbar Gelar Pertemuan Integrasi Satu Sehat,2024-03-06,ReaktifNews
https://newsindonesia.co.id/read/berita-sumenep/transformasi-digital-rsud-moh-anwar-sumenep-bersiap-menuju-satu-sehat/,"Transformasi Digital, RSUD Moh Anwar Sumenep Bersiap Menuju Satu Sehat",2024-02-01,newsindonesia.co.id
https://zonasurabayaraya.pikiran-rakyat.com/surabaya-raya/pr-1857422269/cara-mengurus-str-seumur-hidup-melalui-satu-sehat-kemenekesgoid-step-by-step?page=all,Cara Mengurus STR Seumur Hidup melalui SATU SEHAT Kemenekes.go.id Step by Step - Zona Surabaya Raya,2023-12-01,Zona Surabaya Raya
https://kabarika.id/berita/2023/11/26/pemenang-undian-jalan-sehat-satu-putaran-prabowo-gibran/,PEMENANG UNDIAN JALAN SEHAT SATU PUTARAN PRABOWO GIBRAN,2023-11-26,kabarika
https://okinews.disway.id/read/1669/mulai-1-november-masuk-palembang-square-mal-wajib-pakai-peduli-lindungi,"Mulai 1 November, Masuk Palembang Square Mal Wajib Pakai Peduli Lindungi - okinews.disway.id",2023-11-20,okinews
https://telisik.id/news/sambut-rakernas-idi-di-kendari-satu-sehat-untuk-seluruh-rakyat-indonesia,Sambut Rakernas IDI di Kendari: Satu Sehat untuk Seluruh Rakyat Indonesia,2023-11-19,telisik.id
https://suara.ngawikab.go.id/2023/11/13/hkn-ke-59-menkes-ri-minta-percepatan-digitalisasi-data-kesehatan-ke-platform-satu-sehat/,"HKN ke-59, Menkes RI Minta Percepatan Digitalisasi Data Kesehatan Ke Platform Satu Sehat",2023-11-13,suara ngawi
https://read.id/rekam-medis-elektronik-terintegrasi-satu-sehat-resmi-diluncurkan/,Rekam Medis Elektronik Terintegrasi SATU SEHAT Resmi Diluncurkan,2023-11-11,Read.ID
https://www.who.int/indonesia/news/detail/02-11-2023-enhancing-health-data-quality--strengthening-indonesia-s-data-quality-assurance,Enhancing health data quality: strengthening Indonesia’s data quality assurance,2023-11-02,World Health Organization (WHO)
https://makassar.tribunnews.com/2023/11/01/kemenkominfo-bersama-kemenkes-atensi-penerapan-rme-bagi-faskes-agar-terintegrasi-satu-sehat,Kemenkominfo Bersama Kemenkes Atensi Penerapan RME Bagi Faskes Agar Terintegrasi Satu Sehat,2023-11-01,Tribun-timur.com
https://www.kompasiana.com/muthiasyahidah6220/652d1f4cee794a1550600db3/aplikasi-peduli-lindung-contoh-inovasi-kesehatan-bing,Aplikasi Peduli Lindung Contoh Inovasi Kesehatan - Kompasiana.com,2023-10-16,Kompasiana.com
https://beritajatim.com/jalan-sehat-hut-ke-18-himpaudi-gus-muhdlor-sumbang-satu-motor-matic,"Jalan Sehat HUT ke 18 Himpaudi, Gus Muhdlor Sumbang Satu Motor Matic",2023-10-07,beritajatim.com
https://www.infopublik.id/kategori/nusantara/718158/index.html,"Dukung Transformasi Pedulilindungi Jadi Satu Sehat Mobile, Dinkes Padang Panjang akan Laksanakan Sosialisasi",2023-09-25,InfoPublik
https://www.infopublik.id/galeri/foto/detail/127475?show=,SCAN BARCODE PEDULI LINDUNGI,2023-08-22,InfoPublik
https://www.liputan6.com/hot/read/5309541/cara-ubah-data-sertifikat-vaksin-lewat-whatsapp-tak-perlu-kirim-email-lagi,"Cara Ubah Data Sertifikat Vaksin Lewat WhatsApp, Tak Perlu Kirim Email Lagi",2023-06-24,Liputan6.com
https://www.siaranindonesia.com/baca/20230525/transformasi-digital-kesehatan-dalam-penerapan-emr-menuju-satu-sehat-kesiapan-pmik.html,"Transformasi Digital Kesehatan, Dalam penerapan EMR menuju SATU SEHAT & Kesiapan PMIK",2023-05-25,www.siaranindonesia.com
https://jatimnow.com/baca-58886-integrasi-data-gayatri-ke-satu-sehat-tim-dto-dan-pusdatin-kunjungi-dinkes-p2kb-kota-mojokerto,"Integrasi Data Gayatri ke Satu Sehat, Tim DTO dan Pusdatin Kunjungi Dinkes P2KB Kota Mojokerto",2023-05-17,jatimnow.com
https://surabayapagi.com/news-237101-aplikasi-gayatri-segera-terkoneksi-dengan-platform-satu-sehat-kementerian-kesehatan,Aplikasi Gayatri Segera Terkoneksi Dengan Platform Satu Sehat Kementerian Kesehatan,2023-05-17,surabayapagi.com
https://nakita.grid.id/read/023776912/begini-cara-mengatasi-crash-setelah-update-aplikasi-satu-sehat-bisa-dengan-3-langkah-ini?page=all,"Begini Cara Mengatasi Crash Setelah Update Aplikasi Satu Sehat, Bisa dengan 3 Langkah Ini",2023-05-05,Nakita.ID
https://nakita.grid.id/read/023777138/cara-cek-obat-kanker-di-aplikasi-satu-sehat-yang-baru-saja-diluncurkan-kemenkes?page=all,Cara Cek Obat Kanker di Aplikasi Satu Sehat yang Baru Saja Diluncurkan Kemenkes,2023-05-05,Nakita.ID
https://pontianak.tribunnews.com/2023/04/17/beredar-jasa-tembak-vaksin-covid-19-untuk-mudik-lebaran-2023-ini-penjelasan-kemenkes,"Beredar Jasa Tembak Vaksin Covid-19 Untuk Mudik Lebaran 2023, Ini Penjelasan Kemenkes",2023-04-17,Tribunpontianak.co.id
https://www.finansialku.com/lifestyle/cara-mengecek-sertifikat-vaksin/,"Cara Mengecek Sertifikat Vaksin dengan Aplikasi Satu Sehat, Catat!",2023-04-06,Finansialku
https://kaltim.tribunnews.com/2023/04/02/syarat-naik-pesawat-sekarang-dan-aturan-penerbangan-april-2023-cek-prokes-dan-update-satu-sehat,"Syarat Naik Pesawat Sekarang dan Aturan Penerbangan April 2023, Cek Prokes dan Update Satu Sehat",2023-04-02,Tribunkaltim.co
https://kaltim.tribunnews.com/2023/03/29/syarat-naik-pesawat-maret-2023-cara-update-aplikasi-satu-sehat-dan-aturan-penerbangan-terbaru-2023,"Syarat Naik Pesawat Maret 2023, Cara Update Aplikasi Satu Sehat dan Aturan Penerbangan Terbaru 2023",2023-03-29,Tribunkaltim.co
https://fajarpapua.com/2023/03/23/awas-ada-oknum-di-timika-tawarkan-jasa-vaksin-tanpa-suntik-di-media-sosial-pelaku-jamin-terdata-di-aplikasi-satu-sehat/,"Awas! Ada Oknum di Timika Tawarkan Jasa Vaksin Tanpa Suntik di Media Sosial, Pelaku Jamin Terdata di Aplikasi Satu Sehat",2023-03-23,Fajar Papua
https://investor.id/lifestyle/324968/cepat-sehat-apresiasi-penggantian-aplikasi-peduli-lindungi,Cepat Sehat Apresiasi Penggantian Aplikasi Peduli Lindungi,2023-03-19,investor.id
https://www.hitekno.com/gadget/2023/03/16/192416/perbedaan-pedulilindungi-dengan-aplikasi-satu-sehat,Perbedaan PeduliLindungi dengan Aplikasi Satu Sehat,2023-03-16,HiTekno.com
https://teknologi.solopos.com/hati-hati-penipuan-berkedok-link-update-aplikasi-satu-sehat-1576672,"Hati-Hati, Penipuan Berkedok Link Update Aplikasi Satu Sehat",2023-03-15,Solopos Teknologi
https://nakita.grid.id/read/023724565/cara-pakai-fitur-imunisasi-di-aplikasi-satu-sehat-yang-gantikan-pedulilindungi?page=all,Cara Pakai Fitur Imunisasi di Aplikasi Satu Sehat yang Gantikan PeduliLindungi,2023-03-12,Nakita.ID
https://kaltim.tribunnews.com/2023/03/09/syarat-naik-pesawat-sekarang-bukan-pakai-pedulilindungi-penumpang-wajib-instal-aplikasi-satu-sehat,"Syarat Naik Pesawat Sekarang, Bukan Pakai PeduliLindungi, Penumpang Wajib Instal Aplikasi Satu Sehat",2023-03-09,Tribunkaltim.co
https://www.tangerangkota.go.id/berita/detail/34021/peduli-lindungi-resmi-berubah-menjadi-satusehat-mobile,Peduli Lindungi Resmi Berubah Menjadi SATUSEHAT Mobile,2023-03-09,Kota Tangerang
https://kaltim.tribunnews.com/2023/03/06/cara-cek-sertifikat-vaksin-di-aplikasi-satu-sehat-trik-download-dan-solusi-bila-tidak-bisa-dibuka?page=all,"Cara Cek Sertifikat Vaksin di Aplikasi Satu Sehat, Trik Download dan Solusi Bila Tidak Bisa Dibuka",2023-03-06,Tribunkaltim.co
https://mediacenter.temanggungkab.go.id/berita/detail/temanggung-jadi-salah-satu-lokasi-jalan-sehat-bersama-bumn,Temanggung Jadi Salah Satu Lokasi Jalan Sehat Bersama BUMN,2023-03-05,Media Center Temanggung
https://pontianak.tribunnews.com/2023/03/05/apa-kegunaan-aplikasi-satu-sehat-mobile-cara-cek-download-sertifikat-vaksin,Apa Kegunaan Aplikasi Satu Sehat Mobile? Cara Cek Download Sertifikat Vaksin,2023-03-05,Tribunpontianak.co.id
https://palembang.tribunnews.com/2023/03/05/bagaimana-cara-cek-sertifikat-vaksin-covid-19-di-aplikasi-satusehat,Bagaimana Cara Cek Sertifikat Vaksin Covid-19 di Aplikasi SatuSehat ?,2023-03-05,Sripoku.com
https://pontianak.tribunnews.com/2023/03/05/update-pedulilindungi-cara-instal-dan-login-akun-di-aplikasi-satu-sehat-mobile,Update PeduliLindungi! Cara Instal dan Login Akun di Aplikasi Satu Sehat Mobile,2023-03-05,Tribunpontianak.co.id
https://www.smol.id/techno/717837735/alasan-kenapa-aplikasi-satu-sehat-tidak-bisa-dibuka-ternyata-karena-ini-simak-solusinya-di-sini,"ALASAN Kenapa Aplikasi Satu Sehat Tidak Bisa Dibuka Ternyata Karena Ini, Simak Solusinya di Sini! - Smol Id",2023-03-04,SMOL.id
https://portalkudus.pikiran-rakyat.com/nasional/pr-796360506/apa-itu-satu-sehat-kemenkes-dikabarkan-memiliki-fitur-lebih-lengkap-simak-aplikasi-satu-sehat-kemenkes?page=all,"Apa Itu Satu Sehat Kemenkes? Dikabarkan Memiliki Fitur Lebih Lengkap, Simak Aplikasi Satu Sehat Kemenkes - Portal Kudus",2023-03-03,Portal Kudus
https://indonesia.go.id/kategori/editorial/6903/satusehat-layanan-kesehatan-terpadu-dalam-genggaman?lang=1,"SatuSehat, Layanan Kesehatan Terpadu dalam Genggaman",2023-03-03,Portal Informasi Indonesia
https://www.lintaspapua.com/kesehatan/6557831056/aplikasi-pedulilindungi-terintegrasi-ke-satusehat-demikian-layanan-kesehatan-terpadu-dalam-genggaman,"Aplikasi PeduliLindungi Terintegrasi ke SatuSehat, Demikian Layanan Kesehatan Terpadu Dalam Genggaman - Lintas Papua",2023-03-03,Lintas Papua
https://gaya.tempo.co/read/1698350/cara-gunakan-aplikasi-satu-sehat-pengganti-pedulilindungi,Cara Gunakan Aplikasi Satu Sehat Pengganti PeduliLindungi,2023-03-03,Gaya Tempo
https://langit7.id/read/30250/1/4-fitur-diari-kesehatan-aplikasi-satu-sehat-mobile-1677765835,4 Fitur Diari Kesehatan Aplikasi Satu Sehat Mobile,2023-03-03,Langit7.id
https://news.detik.com/berita/d-6597965/aplikasi-satusehat-untuk-apa-ini-sederet-manfaat-pengganti-pedulilindungi,Aplikasi SatuSehat untuk Apa? Ini Sederet Manfaat Pengganti PeduliLindungi,2023-03-03,detikNews
https://www.smol.id/techno/717814675/kenapa-aplikasi-satu-sehat-tidak-bisa-dibuka-ternyata-karena-masalah-ini,Kenapa Aplikasi Satu Sehat Tidak Bisa Dibuka? Ternyata Karena Masalah Ini - Smol Id,2023-03-02,SMOL.id
https://www.smol.id/techno/717813481/gampang-begini-cara-melihat-kartu-vaksin-di-aplikasi-satu-sehat-cukup-ikuti-trik-ini-bro,"GAMPANG! Begini Cara Melihat Kartu Vaksin di Aplikasi Satu Sehat, Cukup Ikuti Trik Ini Bro! - Smol Id",2023-03-02,SMOL.id
https://promkes.kemkes.go.id/pedulilindungi-resmi-berubah-menjadi-satusehat,PeduliLindungi Resmi Berubah Menjadi SATUSEHAT,2023-03-02,Kementerian Kesehatan
https://nganjuk.inews.id/read/262882/sederet-fitur-aplikasi-satu-sehat-mobile-aktif-mulai-1-maret-2023,"Sederet Fitur Aplikasi Satu Sehat Mobile, Aktif Mulai 1 Maret 2023",2023-03-02,iNews.ID
https://langit7.id/read/30248/1/masyarakat-keluhkan-gagal-log-in-aplikasi-satu-sehat-mobile-1677762227,Masyarakat Keluhkan Gagal Log In Aplikasi Satu Sehat Mobile,2023-03-02,Langit7.id
https://jakarta.tribunnews.com/2023/03/02/beda-dari-pedulilindungi-ini-cara-cek-sertifikat-vaksin-di-aplikasi-satu-sehat-mobile,"Beda dari PeduliLindungi, Ini Cara Cek Sertifikat Vaksin di Aplikasi Satu Sehat Mobile",2023-03-02,Tribunjakarta.com
https://tech.indozone.id/gadget/921042387/tidak-bisa-login-ke-satu-sehat-mobile-apa-yang-harus-dilakukan-ini-panduannya,"Tidak Bisa Log-In ke Satu Sehat Mobile, Apa yang Harus Dilakukan? Ini Panduannya - Indozone Tech",2023-03-02,Indozone Tech
https://depoktoday.hops.id/nasional/3087808760/imbas-update-aplikasi-peduli-lindungi-ke-satu-sehat-mobile-kai-keluarkan-aturan-baru-naik-kereta-api,"Imbas Update Aplikasi Peduli Lindungi ke Satu Sehat Mobile, KAI Keluarkan Aturan Baru Naik Kereta Api - Depok Today",2023-03-02,Depok Today
https://fin.co.id/2023/03/01/aplikasi-pedulilindungi-ganti-satu-sehat-ini-fitur-dan-keunggulan-yang-tidak-ada-di-pedulilindungi,"Aplikasi PeduliLindungi Ganti Satu Sehat, Ini Fitur dan Keunggulan yang Tidak Ada di PeduliLindungi",2023-03-01,FIN.CO.ID
https://jakarta.tribunnews.com/2023/03/01/berubah-otomatis-ini-cara-update-aplikasi-pedulilindungi-jadi-satu-sehat-mobile,"Berubah Otomatis, Ini Cara Update Aplikasi PeduliLindungi Jadi Satu Sehat Mobile",2023-03-01,Tribunjakarta.com
https://www.liputan6.com/tekno/read/5219495/pedulilindungi-jadi-satu-sehat-mobile-per-1-maret-tak-perlu-hapus-aplikasi,"PeduliLindungi Jadi Satu Sehat Mobile per 1 Maret, Tak Perlu Hapus Aplikasi",2023-03-01,Liputan6.com
https://sumeks.disway.id/read/656006/mulai-hari-ini-aplikasi-peduli-lindugi-ganti-nama-jadi-satu-sehat-mobile,"Mulai Hari Ini, Aplikasi Peduli Lindugi Ganti Nama Jadi Satu Sehat Mobile - sumeks.disway.id",2023-03-01,Sumeks.co
https://kalteng.antaranews.com/berita/622593/mulai-1-maret-aplikasi-pedulilindungi-jadi-satu-sehat-hingga-keamanan-data-pengguna-aman,Mulai 1 Maret Aplikasi PeduliLindungi jadi Satu Sehat hingga keamanan data pengguna aman,2023-03-01,ANTARA News
https://www.jatimnetwork.com/teknologi/437797481/kenapa-aplikasi-satu-sehat-mobile-tidak-bisa-login-ternyata-terkait,Kenapa Aplikasi Satu Sehat Mobile Tidak Bisa Login? Ternyata Terkait..... - Jatim Network,2023-03-01,Jatim Network
https://coconuts.co/jakarta/news/pedulilindungi-is-now-satu-sehat-following-rebrand-but-people-say-theyre-struggling-to-log-in/,"PeduliLindungi is now Satu Sehat following rebrand, but people say they're struggling to log in",2023-03-01,Coconuts Jakarta
https://www.inews.id/news/nasional/hari-ini-aplikasi-pedulilindungi-berubah-jadi-satu-sehat-mobile,Hari Ini Aplikasi PeduliLindungi Berubah Jadi Satu Sehat Mobile,2023-03-01,iNews.ID
https://makemac.grid.id/read/213711618/aplikasi-pedulilindungi-berubah-menjadi-satu-sehat-apa-bedanya?page=0,"Aplikasi PeduliLindungi Berubah Menjadi Satu Sehat, Apa Bedanya?",2023-03-01,Makemac
https://www.ayojakarta.com/news/767798178/waduh-baru-sehari-sosialisasi-aplikasi-satu-sehat-mobile-banjir-keluhan-di-twitter,"Waduh! Baru Sehari Sosialisasi, Aplikasi Satu Sehat Mobile Banjir Keluhan di Twitter - Ayo Jakarta",2023-03-01,Ayo Jakarta Com
https://timesindonesia.co.id/peristiwa-daerah/447536/peduli-lindungi-berubah-calon-penumpang-ka-diimbau-bawa-bukti-vaksinasi-covid19,"Peduli Lindungi Berubah, Calon Penumpang KA Diimbau Bawa Bukti Vaksinasi Covid-19",2023-03-01,TIMES Indonesia
https://www.antaranews.com/infografik/3419199/transformasi-pedulilindungi-menjadi-satusehat,Transformasi PeduliLindungi menjadi SATUSEHAT,2023-03-01,ANTARA News
https://telset.id/how-to/cara-update-aplikasi-pedulilindungi-ke-satu-sehat/,"Cara Update Aplikasi PeduliLindungi ke Satu Sehat, Mudah Banget!",2023-03-01,Telset.id
https://www.hulondalo.id/kesehatan/9647774737/aplikasi-peduli-lindungi-tak-akan-dipakai-lagi-ini-penggantinya,"Aplikasi Peduli Lindungi Tak Akan Dipakai lagi, Ini Penggantinya - Hulondalo",2023-02-28,Hulondalo
https://rakyatku.com/read/221616/mulai-1-maret-aplikasi-pedulilindungi-berubah-jadi-satu-sehat-mobile,"Mulai 1 Maret, Aplikasi PeduliLindungi Berubah Jadi Satu Sehat Mobile",2023-02-28,Rakyatku.Com
https://www.mnctrijaya.com/news/detail/57953/aplikasi-pedulilindungi-bakal-berubah-jadi-satu-sehat-mobile-mulai-1,Aplikasi PeduliLindungi Bakal Berubah Jadi Satu Sehat Mobile Mulai 1 Maret 2023,2023-02-28,Mnctrijaya.com
https://www.solopos.com/mulai-besok-aplikasi-pedulilindungi-otomatis-berubah-jadi-satu-sehat-mobile-1561280,"Mulai Besok, Aplikasi PeduliLindungi Otomatis Berubah Jadi Satu Sehat Mobile",2023-02-28,Espos News
https://www.portaltebo.id/news/5737780514/manfaatkan-fitur-terbaru-dan-cara-update-aplikasi-peduli-lindungi-setelah-ganti-nama-jadi-satu-sehat-mobile,Manfaatkan Fitur Terbaru dan Cara Update Aplikasi Peduli Lindungi Setelah Ganti Nama Jadi Satu Sehat Mobile - Portal Tebo,2023-02-28,Portal Tebo
https://www.liputan6.com/tekno/read/5219755/transisi-ke-satu-sehat-mobile-pedulilindungi-lakukan-maintenance,"Transisi ke Satu Sehat Mobile, PeduliLindungi Lakukan Maintenance",2023-02-28,Liputan6.com
https://metro.batampos.co.id/aplikasi-pedulilindungi-berganti-nama-jadi-satu-sehat/,Aplikasi PeduliLindungi Berganti Nama Jadi Satu Sehat,2023-02-28,batampos.co.id
https://www.beritasatu.com/lifestyle/1030080/pedulilindungi-dilebur-jadi-satu-sehat-kemenkes-cuma-ganti-nama,"PeduliLindungi Dilebur Jadi Satu Sehat, Kemenkes: Cuma Ganti Nama",2023-02-28,BeritaSatu.com
https://news.solopos.com/pedulilindungi-jadi-satu-sehat-mobile-ini-sederet-layanan-yang-diberikan-1561286,"PeduliLindungi Jadi Satu Sehat Mobile, Ini Sederet Layanan yang Diberikan",2023-02-28,Solopos News
https://pedomanrakyat.com/per-maret-aplikasi-pedulilindungi-transformasi-ke-satu-sehat-mobile/,"Per Maret, Aplikasi PeduliLindungi Transformasi ke Satu Sehat Mobile",2023-02-28,Pedomanrakyat.com
https://surabaya.jatimnetwork.com/nasional/527775761/catat-peduli-lindungi-beralih-menjadi-satu-sehat-mobile-mulai-1-maret-2023,Catat! Peduli Lindungi Beralih Menjadi Satu Sehat Mobile Mulai 1 Maret 2023 - Surabaya Network,2023-02-28,Surabaya Network
https://en.antaranews.com/news/274038/satu-sehat-to-be-indonesias-main-health-platform-ministry,Satu Sehat to be Indonesias main health platform: ministry,2023-02-27,ANTARA News
https://radarlampung.disway.id/read/662965/peduli-lindungi-dihapuskan-bakal-transisi-menjadi-satusehat-mobile,"Peduli Lindungi Dihapuskan, Bakal Transisi Menjadi SATUSEHAT Mobile - radarlampung.disway.id",2023-02-27,Radarlampung
https://teknologi.bisnis.com/read/20230227/84/1632035/besok-aplikasi-pedulilindungi-hilang-ganti-jadi-satu-sehat,"Besok, Aplikasi PeduliLindungi Hilang! Ganti Jadi Satu Sehat",2023-02-27,Bisnis Tekno
https://www.antaranews.com/berita/3416217/kemenkes-aplikasi-pedulilindungi-jadi-satu-sehat-mobile-mulai-1-maret,Kemenkes: Aplikasi PeduliLindungi jadi Satu Sehat Mobile mulai 1 Maret,2023-02-27,ANTARA News
https://en.antaranews.com/news/274044/pedulilindungi-to-become-satu-sehat-mobile-govt,PeduliLindungi to become Satu Sehat Mobile: govt,2023-02-27,ANTARA News
https://dutatv.com/aplikasi-pedulilindungi-segera-bertransformasi-jadi-satu-sehat-mobile/,Aplikasi ‘PeduliLindungi’ Segera Bertransformasi Jadi ‘Satu Sehat Mobile’,2023-02-20,Duta TV
https://mmc.kalteng.go.id/berita/read/40380/peringati-satu-abad-nu-wagub-edy-pratowo-jalan-sehat-bersama-pcnu-kota-palangka-raya,"Peringati Satu Abad NU, Wagub Edy Pratowo jalan sehat bersama PCNU Kota Palangka Raya",2023-02-19,mmckalteng
https://www.idntimes.com/news/world/sonya-michaella/aplikasi-pedulilindungi-akan-berubah-jadi-satu-sehat-mobile,PeduliLindungi Bakal Berubah Jadi Satu Sehat Mobile,2023-02-18,IDN Times
https://indonesiaexpat.id/news/pedulilindungi-turning-into-integrated-health-app-satusehat-mobile/,"PeduliLindungi Turning into Integrated Health App, SatuSehat Mobile",2023-02-17,Indonesia Expat
https://tribunpekanbarutravel.tribunnews.com/2023/02/17/pedulilindungi-akan-diganti-dengan-satu-sehat-mobile-launching-28-februari-ini-kelebihannya,"PeduliLindungi akan Diganti dengan Satu Sehat Mobile, Launching 28 Februari, Ini Kelebihannya",2023-02-17,Tribunnews.com
https://dailysocial.id/post/berkenalan-dengan-aplikasi-satu-sehat-layanan-kesehatan-di-era-digital,"Berkenalan dengan Aplikasi SATU SEHAT, Layanan Kesehatan di Era Digital",2023-02-14,DailySocial
https://www.jaringnews.co.id/nasional/pr-9887619961/waspada-hoax-surat-mengatasnamakan-kemenkes-dengan-program-satu-sehat,Waspada Hoax Surat Mengatasnamakan Kemenkes dengan Program Satu Sehat - Jaring News,2023-02-09,Jaring News
https://kabartangsel.com/beredar-surat-palsu-mengatasnamakan-kementerian-kesehatan-terkait-pengembangan-program-satu-sehat/,Beredar Surat Palsu Mengatasnamakan Kementerian Kesehatan Terkait Pengembangan Program SATU SEHAT,2023-02-09,Kabar Tangsel
https://mediacenter.temanggungkab.go.id/berita/detail/jalan-sehat-satu-abad-nu-ngrawat-jagat-membangun-peradaban,"Jalan Sehat Satu Abad NU, (Ngrawat Jagat, Membangun Peradaban)",2023-02-04,Media Center Temanggung
https://www.cnbcindonesia.com/news/20230126071055-4-408293/menteri-jokowi-bikin-super-app-nyambung-ke-peduli-lindungi,"Menteri Jokowi Bikin Super App, Nyambung ke Peduli Lindungi",2023-01-26,CNBC Indonesia
https://jakartaglobe.id/tech/not-just-for-covid19-tracing-govt-to-upgrade-pedulilindungi,Not Just for Covid-19 Tracing: Gov’t to Upgrade PeduliLindungi,2023-01-06,Jakarta Globe
https://en.vietnamplus.vn/indonesias-government-to-exploit-data-from-pedulilindungi-health-app-post246547.vnp,Indonesia’s Government to exploit data from PeduliLindungi health app,2023-01-04,Vietnam+ (VietnamPlus)
https://www.gramedia.com/best-seller/cara-daftar-pedulilindungi/,Pahami Cara Daftar PeduliLindungi dan Cara Menggunakannya,2022-12-02,Gramedia
http://www.thejakartapost.com/paper/2022/11/22/care-and-protect-apparent-govt-health-app-breach-raises-deeper-data-concerns.html,Apparent data breach at govt COVID-19 health app increases privacy concerns,2022-11-22,The Jakarta Post
https://kumparan.com/kumparannews/penghargaan-kominfo-pedulilindungi-jadi-karya-terpilih-di-sektor-layanan-publik-1zEsisAbCB9,Penghargaan Kominfo: PeduliLindungi Jadi Karya Terpilih di Sektor Layanan Publik - kumparan.com,2022-11-13,Kumparan
https://indonesiabaik.id/index.php/infografis/makin-mudah-checkin-pedulilindungi-via-web,Makin Mudah CheckIn PeduliLindungi via WEB,2022-10-25,Indonesia Baik
https://www.parapuan.co/read/533520460/miliki-kulit-cantik-dan-sehat-salah-satu-kuncinya-gunakan-serum-vitamin-c,"Miliki Kulit Cantik dan Sehat, Salah Satu Kuncinya Gunakan Serum Vitamin C",2022-10-11,Parapuan
